"taskId","sampleId","displayOrder","placeboOrder","placeboStepIndex","placeboStepTokens","targetStepIndex","targetStepTokens","lengthRatio","rating","position","stepTypeLabel","placeboCorrect","finalAnswer","groundTruthAnswer","generatorStatus","visibleOutputTokens","judgeReason","judgeModel"
"prm-2694ff7bb4a98ca8|placebo1|step4","prm-2694ff7bb4a98ca8","152","1","4","20","1","22","0.909091","0","early","redundant","True","0.35625",".35625","completed","359","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-2694ff7bb4a98ca8|placebo2|step14","prm-2694ff7bb4a98ca8","152","2","14","23","1","22","1.045455","0","early","redundant","True","0.35625",".35625","completed","674","Both answers are mathematically equivalent.","qwen/qwen3-8b"
"prm-2694ff7bb4a98ca8|placebo3|step35","prm-2694ff7bb4a98ca8","152","3","35","18","1","22","0.818182","0","early","redundant","True","0.35625",".35625","completed","140","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-2694ff7bb4a98ca8|placebo4|step28","prm-2694ff7bb4a98ca8","152","4","28","22","1","22","1","0","early","redundant","True","0.35625",".35625","completed","152","Both answers are equal to 0.35625.","qwen/qwen3-8b"
"prm-8115590161527562|placebo1|step10","prm-8115590161527562","153","1","10","30","4","29","1.034483","-1","early","harmful","False","24\sqrt{3}","40","completed","476","The candidate answer 24\sqrt{3} is not mathematically equivalent to the reference answer 40.","qwen/qwen3-8b"
"prm-8115590161527562|placebo2|step9","prm-8115590161527562","153","2","9","29","4","29","1","-1","early","harmful","False","$2\sqrt{19} + 2\sqrt{177}$","40","completed","760","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-8115590161527562|placebo3|step3","prm-8115590161527562","153","3","3","26","4","29","0.896552","-1","early","harmful","False","The sum of the distances from the four intersection points to $(-3, 2)$ is $4	ext{sqrt}(41)$.","40","completed","376","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-8115590161527562|placebo4|step0","prm-8115590161527562","153","4","0","26","4","29","0.896552","-1","early","harmful","False","The sum of the distances from the four intersection points to the point $(-3, 2)$ is $36$.","40","completed","439","The candidate answer is incorrect; the reference answer is 40, but the candidate answer states 36.","qwen/qwen3-8b"
"prm-21c4281b443f082f|placebo1|step15","prm-21c4281b443f082f","154","1","15","16","3","15","1.066667","1","early","harmful","False","23","83","completed","137","The candidate answer is incorrect. The correct value is 83, but the candidate answer is 23.","qwen/qwen3-8b"
"prm-21c4281b443f082f|placebo2|step16","prm-21c4281b443f082f","154","2","16","17","3","15","1.133333","1","early","harmful","False","23","83","completed","125","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-21c4281b443f082f|placebo3|step5","prm-21c4281b443f082f","154","3","5","18","3","15","1.2","1","early","harmful","True","83","83","completed","80","Both answers are equal.","qwen/qwen3-8b"
"prm-21c4281b443f082f|placebo4|step14","prm-21c4281b443f082f","154","4","14","18","3","15","1.2","1","early","harmful","False","23","83","completed","153","The candidate answer is 23, which is not mathematically equivalent to the reference answer 83.","qwen/qwen3-8b"
"prm-c3c805b2888f0c71|placebo1|step5","prm-c3c805b2888f0c71","155","1","5","30","0","25","1.2","-1","early","harmful","False","2","9","completed","129","The reference answer is 9, but the candidate answer is 2.","qwen/qwen3-8b"
"prm-c3c805b2888f0c71|placebo2|step3","prm-c3c805b2888f0c71","155","2","3","23","0","25","0.92","-1","early","harmful","False","2","9","completed","138","The candidate answer 2 is not mathematically equivalent to the reference answer 9.","qwen/qwen3-8b"
"prm-49db7302a176b729|placebo1|step3","prm-49db7302a176b729","156","1","3","29","0","26","1.115385","0","early","harmful","True","81","81","completed","177","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-49db7302a176b729|placebo2|step12","prm-49db7302a176b729","156","2","12","26","0","26","1","0","early","harmful","True","81","81","completed","356","Both answers are the same.","qwen/qwen3-8b"
"prm-49db7302a176b729|placebo3|step7","prm-49db7302a176b729","156","3","7","25","0","26","0.961538","0","early","harmful","True","81","81","completed","219","Both answers are equal to 81.","qwen/qwen3-8b"
"prm-49db7302a176b729|placebo4|step5","prm-49db7302a176b729","156","4","5","27","0","26","1.038462","0","early","harmful","True","81","81","completed","228","Both answers are 81.","qwen/qwen3-8b"
"prm-9d7450aa50a1cc3f|placebo1|step12","prm-9d7450aa50a1cc3f","157","1","12","36","8","44","0.818182","-1","middle","harmful","True","2","2","completed","154","The candidate answer 2 matches the reference answer 2.","qwen/qwen3-8b"
"prm-24a570f07e4ce807|placebo1|step9","prm-24a570f07e4ce807","158","1","9","16","11","19","0.842105","1","late","redundant","True","$3\sqrt{13}$","3\sqrt{13}","completed","126","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-24a570f07e4ce807|placebo2|step6","prm-24a570f07e4ce807","158","2","6","16","11","19","0.842105","1","late","redundant","True","$3\sqrt{13}$","3\sqrt{13}","completed","88","The candidate answer is algebraically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-24a570f07e4ce807|placebo3|step5","prm-24a570f07e4ce807","158","3","5","21","11","19","1.105263","1","late","redundant","False","$3	ext{sqrt}(13)$","3\sqrt{13}","completed","177","The candidate answer uses incorrect notation ($3	ext{sqrt}(13)$) compared to the reference answer ($3\sqrt{13}$).","qwen/qwen3-8b"
"prm-24a570f07e4ce807|placebo4|step7","prm-24a570f07e4ce807","158","4","7","21","11","19","1.105263","1","late","redundant","True","3\sqrt{13}","3\sqrt{13}","completed","110","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-f28e06b3ccb9dfd8|placebo1|step8","prm-f28e06b3ccb9dfd8","159","1","8","46","2","40","1.15","1","early","redundant","False","\boxed{\frac{1985}{6}}","331","completed","546","The candidate answer is incorrect; the reference answer is 331.","qwen/qwen3-8b"
"prm-f28e06b3ccb9dfd8|placebo2|step6","prm-f28e06b3ccb9dfd8","159","2","6","33","2","40","0.825","1","early","redundant","False","0","331","completed","476","The candidate answer does not match the reference answer.","qwen/qwen3-8b"
"prm-f28e06b3ccb9dfd8|placebo3|step13","prm-f28e06b3ccb9dfd8","159","3","13","43","2","40","1.075","1","early","redundant","False","0","331","completed","334","The candidate answer does not match the reference answer.","qwen/qwen3-8b"
"prm-f28e06b3ccb9dfd8|placebo4|step12","prm-f28e06b3ccb9dfd8","159","4","12","32","2","40","0.8","1","early","redundant","False","-993","331","completed","215","The candidate answer does not match the reference answer.","qwen/qwen3-8b"
"prm-1c1e7874f91737bc|placebo1|step11","prm-1c1e7874f91737bc","160","1","11","51","2","58","0.87931","-1","early","harmful","False","\frac{3}{64}","\frac{9}{256}","completed","551","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-1c1e7874f91737bc|placebo2|step7","prm-1c1e7874f91737bc","160","2","7","59","2","58","1.017241","-1","early","harmful","False","0","\frac{9}{256}","completed","286","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-2e5c19fc0f94ad0f|placebo1|step3","prm-2e5c19fc0f94ad0f","162","1","3","14","4","16","0.875","1","middle","redundant","True","9","9","completed","128","The reference answer is 9, and the candidate answer is also 9.","qwen/qwen3-8b"
"prm-b659045eab2bbc92|placebo1|step10","prm-b659045eab2bbc92","163","1","10","24","4","22","1.090909","0","early","harmful","True","326.5","326.5","completed","122","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-b659045eab2bbc92|placebo2|step2","prm-b659045eab2bbc92","163","2","2","20","4","22","0.909091","0","early","harmful","True","326.5","326.5","completed","262","Both answers are equal to 326.5.","qwen/qwen3-8b"
"prm-b659045eab2bbc92|placebo3|step1","prm-b659045eab2bbc92","163","3","1","26","4","22","1.181818","0","early","harmful","True","326.5","326.5","completed","134","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-b659045eab2bbc92|placebo4|step5","prm-b659045eab2bbc92","163","4","5","18","4","22","0.818182","0","early","harmful","True","326.5","326.5","completed","98","Both answers are mathematically equivalent.","qwen/qwen3-8b"
"prm-579dd704ce645be9|placebo1|step4","prm-579dd704ce645be9","164","1","4","25","5","25","1","-1","middle","harmful","True","900","900","completed","329","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-579dd704ce645be9|placebo2|step7","prm-579dd704ce645be9","164","2","7","20","5","25","0.8","-1","middle","harmful","True","900","900","completed","309","Both answers are equal to 900.","qwen/qwen3-8b"
"prm-579dd704ce645be9|placebo3|step6","prm-579dd704ce645be9","164","3","6","26","5","25","1.04","-1","middle","harmful","False","225","900","completed","225","The candidate answer 225 is not mathematically equivalent to the reference answer 900.","qwen/qwen3-8b"
"prm-42aea905c1b49570|placebo1|step2","prm-42aea905c1b49570","165","1","2","35","7","39","0.897436","0","middle","redundant","True","2","2","completed","213","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-42aea905c1b49570|placebo2|step0","prm-42aea905c1b49570","165","2","0","32","7","39","0.820513","0","middle","redundant","False","","2","cannot_continue","2048","No candidate final answer was produced.","rule:no-answer"
"prm-42aea905c1b49570|placebo3|step3","prm-42aea905c1b49570","165","3","3","36","7","39","0.923077","0","middle","redundant","True","2","2","completed","176","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-42aea905c1b49570|placebo4|step1","prm-42aea905c1b49570","165","4","1","32","7","39","0.820513","0","middle","redundant","True","2","2","completed","336","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-db5fb9c45b89211e|placebo1|step10","prm-db5fb9c45b89211e","166","1","10","22","6","19","1.157895","1","middle","essential","False","(4, 2)","(8,-2)","completed","104","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-b1b1d1fed6ca6e88|placebo1|step5","prm-b1b1d1fed6ca6e88","167","1","5","40","3","36","1.111111","0","early","redundant","False","\sqrt{12^2 + 8^2} = \sqrt{144 + 64} = \sqrt{208} = 4\sqrt{13}","2\sqrt{113}","completed","223","The candidate answer is incorrect; the correct answer is 2\sqrt{113}.","qwen/qwen3-8b"
"prm-b1b1d1fed6ca6e88|placebo2|step7","prm-b1b1d1fed6ca6e88","167","2","7","36","3","36","1","0","early","redundant","False","√(1024 + 64) = √1088 = √(16 * 68) = 4√68 = 4√(4 * 17) = 8√17","2\sqrt{113}","completed","282","The candidate answer simplifies to 8√17, which is not equivalent to the reference answer 2√113.","qwen/qwen3-8b"
"prm-b1b1d1fed6ca6e88|placebo3|step11","prm-b1b1d1fed6ca6e88","167","3","11","33","3","36","0.916667","0","early","redundant","False","$4\sqrt{13}$","2\sqrt{113}","completed","146","The reference answer is $2\sqrt{113}$, but the candidate answer is $4\sqrt{13}$.","qwen/qwen3-8b"
"prm-b1b1d1fed6ca6e88|placebo4|step1","prm-b1b1d1fed6ca6e88","167","4","1","36","3","36","1","0","early","redundant","True","\sqrt{650}","2\sqrt{113}","completed","207","\sqrt{650} is algebraically equivalent to 2\sqrt{113} because 650 = 4 * 162.5 and 113 * 4 = 452, but this is incorrect. The correct simplification of \sqrt{650} is 5\sqrt{26}, which is not equal to 2\sqrt{113}. Therefore, the candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-e165ab188607be7d|placebo1|step8","prm-e165ab188607be7d","168","1","8","22","3","27","0.814815","-1","early","essential","False","","8n^2 + 4n + 1","cannot_continue","2048","No candidate final answer was produced.","rule:no-answer"
"prm-e165ab188607be7d|placebo2|step12","prm-e165ab188607be7d","168","2","12","27","3","27","1","-1","early","essential","False","8n^2 + 1","8n^2 + 4n + 1","completed","279","The reference answer is a quadratic expression, but the candidate answer is a quadratic expression with a different coefficient.","qwen/qwen3-8b"
"prm-a17bb33b5cced852|placebo1|step9","prm-a17bb33b5cced852","169","1","9","57","8","69","0.826087","1","late","redundant","True","\frac{14}{3}","\frac{14}{3}","completed","132","Both answers are equal to 14/3.","qwen/qwen3-8b"
"prm-b2a4ce5f01127d75|placebo1|step4","prm-b2a4ce5f01127d75","173","1","4","15","5","18","0.833333","1","late","redundant","True","2","2","completed","96","Both answers are 2.","qwen/qwen3-8b"
"prm-b2a4ce5f01127d75|placebo2|step1","prm-b2a4ce5f01127d75","173","2","1","19","5","18","1.055556","1","late","redundant","True","2","2","completed","130","The candidate answer 2 matches the reference answer 2.","qwen/qwen3-8b"
"prm-e8da447d3e7aeca5|placebo1|step9","prm-e8da447d3e7aeca5","174","1","9","35","10","31","1.129032","-1","early","harmful","False","The number of students who take physics is 120.","110","completed","317","The candidate answer provides the number of students who take physics as 120, but the reference answer is 110.","qwen/qwen3-8b"
"prm-e8da447d3e7aeca5|placebo2|step30","prm-e8da447d3e7aeca5","174","2","30","30","10","31","0.967742","-1","early","harmful","False","85","110","completed","73","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-e8da447d3e7aeca5|placebo3|step28","prm-e8da447d3e7aeca5","174","3","28","36","10","31","1.16129","-1","early","harmful","False","85","110","completed","113","The candidate answer is incorrect compared to the reference answer.","qwen/qwen3-8b"
"prm-e8da447d3e7aeca5|placebo4|step13","prm-e8da447d3e7aeca5","174","4","13","25","10","31","0.806452","-1","early","harmful","False","120","110","completed","147","The candidate answer is incorrect; the correct answer is 110.","qwen/qwen3-8b"
"prm-56f31f0da676983f|placebo1|step0","prm-56f31f0da676983f","175","1","0","49","6","57","0.859649","-1","middle","harmful","False","\boxed{\frac{3}{2}}","\frac{1997}{2}","completed","277","The candidate answer is incorrect; the reference answer is 1997/2.","qwen/qwen3-8b"
"prm-56f31f0da676983f|placebo2|step5","prm-56f31f0da676983f","175","2","5","52","6","57","0.912281","-1","middle","harmful","True","\boxed{\frac{1997}{2}}","\frac{1997}{2}","completed","104","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-1988846108e0f682|placebo1|step12","prm-1988846108e0f682","176","1","12","29","3","36","0.805556","0","early","essential","False","","331","cannot_continue","2048","No candidate final answer was produced.","rule:no-answer"
