"sampleId","displayOrder","run","rating","position","removableLabel","stepTypeLabel","controlCorrect","deletedCorrect","transition","controlTokens","deletedTokens","tokensSaved","controlStatus","deletedStatus","controlFinalAnswer","deletedFinalAnswer","groundTruthAnswer","controlJudgeReason","deletedJudgeReason"
"prm-d9d73e3c7b609d81","66","4","0","late","yes","redundant","True","True","still_correct","186","172","14","completed","completed","9","9","9","Both answers are the same.","The candidate answer matches the reference answer."
"prm-a540f461a25e3009","67","4","1","late","yes","redundant","True","True","still_correct","80","103","-23","completed","completed","15x - 80","15x - 80","15x - 80","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-32376b54c0a0b41a","69","4","1","late","no","essential","True","True","still_correct","152","161","-9","completed","completed","\boxed{\dfrac{33}{100}}","\boxed{\dfrac{33}{100}}","\dfrac{33}{100}","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-decee9499f5fb0d7","70","4","-1","late","no","harmful","False","True","wrong_to_correct","97","73","24","completed","completed","4333_6","$4343_6$","4343_6","The candidate answer is incorrect; the correct answer is 4343_6.","The candidate answer matches the reference answer."
"prm-059a20c710a38a1d","71","4","0","middle","yes","redundant","True","True","still_correct","178","121","57","completed","completed","4","4","4","The candidate answer is mathematically equivalent to the reference answer.","The candidate answer matches the reference answer."
"prm-7b9dea52f656c0bc","72","4","1","middle","no","essential","True","True","still_correct","75","120","-45","completed","completed","23","23","23","The candidate answer is correct. The reference answer is 23, and the candidate answer is 23.","The candidate answer matches the reference answer."
"prm-ab761a525cce7441","73","4","1","middle","no","essential","False","True","wrong_to_correct","156","184","-28","logical_break","completed","","0","0","No candidate final answer was produced.","The candidate answer 0 is mathematically equivalent to the reference answer 0."
"prm-65c1f64f7a99498a","74","4","1","early","no","essential","True","True","still_correct","320","283","37","completed","completed","2","2","2","The candidate answer is mathematically equivalent to the reference answer.","Both answers are equal to 2."
"prm-8bd9e6649bc32eb5","75","4","1","middle","no","essential","True","True","still_correct","198","230","-32","completed","completed","58","58","58","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-85a7807d849d0e61","76","4","0","late","yes","redundant","True","True","still_correct","64","72","-8","completed","completed","1.25","1.25","1.25","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-d4c3a3c1d1cb0d1f","78","4","-1","middle","yes","harmful","True","True","still_correct","355","282","73","completed","completed","\frac{1}{16}","\frac{1}{16}","\frac{1}{16}","The product of the cosines simplifies to $\frac{1}{16}$.","The simplified value of the product of cosines is 1/16."
"prm-eb13f69f057980c9","82","4","0","late","yes","redundant","True","True","still_correct","96","70","26","completed","completed","29","29","29","Both answers are the same.","The candidate answer is mathematically equivalent to the reference answer."
"prm-77fc0b169d8585bc","83","4","-1","early","no","harmful","False","True","wrong_to_correct","203","258","-55","completed","completed","35","63","63","The candidate answer does not match the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-2595a51b9bc687a5","84","4","0","late","yes","redundant","True","True","still_correct","213","224","-11","completed","completed","\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \\ \end{pmatrix}","\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \\ \end{pmatrix}","\begin{pmatrix} 16/49 \\ 48/49 \\ 24/49 \end{pmatrix}","The candidate answer matches the reference answer with harmless formatting differences.","The candidate answer matches the reference answer."
"prm-310884399c5179a6","85","4","-1","middle","yes","harmful","False","True","wrong_to_correct","100","158","-58","completed","completed","7900","8000","8000","The candidate answer is not mathematically equivalent to the reference answer.","The candidate answer matches the reference answer."
"prm-98214e328bc84341","86","4","-1","middle","yes","harmful","False","True","wrong_to_correct","105","84","21","completed","completed","The total number of students at Baker Middle School is 3753.","1251","1251","The candidate answer is incorrect; the correct answer is 1251.","The candidate answer matches the reference answer."
"prm-16428e60085cafa9","87","4","1","late","no","essential","True","True","still_correct","250","212","38","completed","completed","[-2, 7]","[-2, 7]","x \in [-2,7]","The candidate answer is mathematically equivalent to the reference answer.","The candidate answer matches the reference answer."
"prm-ac91d34d7871bcbc","88","4","0","middle","no","essential","True","True","still_correct","127","100","27","completed","completed","32348","32483","\$32,\!348","The candidate answer is correct. The reference answer is \$32,\!348, and the candidate answer is 32348.","The candidate answer matches the reference answer when formatted appropriately."
"prm-923c29c44fa03eb6","89","4","-1","late","no","essential","True","True","still_correct","165","149","16","completed","completed","$3\sqrt{13}$","$3\sqrt{13}$","3\sqrt{13}","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-a774fd18d4116fb7","90","4","0","early","yes","redundant","True","True","still_correct","143","109","34","completed","completed","2","2","2","The candidate answer is mathematically equivalent to the reference answer.","Both answers are equal to 2."
"prm-76efc721b39b6bd3","93","4","1","late","no","essential","True","True","still_correct","91","170","-79","completed","completed","11","11","11","The candidate answer matches the reference answer.","Both answers are identical."
"prm-b78ab37efb3ac6fe","95","4","-1","late","no","harmful","True","True","still_correct","183","148","35","completed","completed","\frac{14}{3}","\frac{14}{3}","\frac{14}{3}","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-afff103ac71bacae","96","4","-1","late","yes","harmful","False","True","wrong_to_correct","100","168","-68","completed","completed","1","-2","-2","The candidate answer is incorrect; the smallest number which is one less than twice its reciprocal is -2, not 1.","Both answers are the same."
"prm-94f01424485d8634","97","4","-1","middle","yes","harmful","True","True","still_correct","113","95","18","completed","completed","6r^2 - 4r - 24","6r^2 - 4r - 24","6r^2-4r-24","Both answers are algebraically equivalent.","The candidate answer is algebraically equivalent to the reference answer."
"prm-74cbbc536681f443","98","4","0","early","yes","redundant","True","True","still_correct","663","426","237","completed","completed","3","3","3","Both answers are the same.","The candidate answer is mathematically equivalent to the reference answer."
"prm-e4c8f952bd2bcb69","99","4","0","middle","no","essential","True","True","still_correct","309","300","9","completed","completed","81","81","81","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-b16889ee222c85e0","100","4","0","middle","yes","harmful","True","False","correct_to_wrong","158","139","19","completed","completed","$\frac{1,000,000 \text{ lire} \times 0.005 \text{ dollars}}{4 \text{ lire}} = 1250 \text{ dollars}$","$5000","1250","The candidate answer correctly computes the exchange rate and arrives at the correct value of 1250 dollars.","The candidate answer is incorrect."
"prm-2e89a40cec48c042","102","4","-1","early","no","harmful","False","True","wrong_to_correct","131","320","-189","logical_break","completed","","3","3","No candidate final answer was produced.","The candidate answer matches the reference answer."
"prm-d400c2ab50349260","103","4","-1","late","no","harmful","True","True","still_correct","441","161","280","completed","completed","6","6","6","The candidate answer is mathematically equivalent to the reference answer.","The candidate answer matches the reference answer."
"prm-bf49cda9c1b58b99","104","4","-1","early","yes","harmful","True","True","still_correct","249","204","45","completed","completed","4495","4495","4495","The candidate answer is correct. The reference answer is 4495, and the candidate answer is 4495.","The candidate answer matches the reference answer."
"prm-5c13d28d0d1e26be","105","4","0","early","yes","redundant","True","True","still_correct","199","188","11","completed","completed","2","2","2","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-6a8171dd86016c13","106","4","1","late","yes","redundant","True","True","still_correct","187","179","8","completed","completed","12","12","12","The candidate answer is mathematically equivalent to the reference answer.","Both answers are equal to 12."
